"Concessao";"Projeto";"CaminhoProjeto";"ConnectedProjectId";"Usuario";"Perfil";"Status";"Mensagem"
"Ecovias Araguaia";"Posto de Pesagem - km 431+300 - BR414/GO";"Engenharia\Ecovias Araguaia\Projetos\PPF km 431+300";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Araguaia";"PPD Talismã - km 801+020 Norte - BR153/TO";"Engenharia\Ecovias Araguaia\Projetos\PPD 01 km 801+020";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Araguaia";"PPD Uruaçu - km 210+900 Sul - BR153/GO";"Engenharia\Ecovias Araguaia\Projetos\PPD 02 km 210+900";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Araguaia";"Praça de Pedágio Aliança do Tocantins - km 640+000 - BR153/TO";"Engenharia\Ecovias Araguaia\Projetos\Praça 01 km 640+000";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Araguaia";"Praça de Pedágio Alvorada - km 745+555 - BR153/TO";"Engenharia\Ecovias Araguaia\Projetos\Praça 02 km 745+555";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Araguaia";"Praça de Pedágio Campinorte - km 182+040 - BR153/GO";"Engenharia\Ecovias Araguaia\Projetos\Praça 05 km 182+040";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Araguaia";"Praça de Pedágio Corumbá de Goiás - km 404+080 - BR414/GO";"Engenharia\Ecovias Araguaia\Projetos\Praça 09 km 404+080";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Araguaia";"Praça de Pedágio Estrela do Norte -  km 116+120 - BR153/GO";"Engenharia\Ecovias Araguaia\Projetos\Praça 04 km 116+120";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Araguaia";"Praça de Pedágio Hidrolina - km 233+400 - BR153/GO";"Engenharia\Ecovias Araguaia\Projetos\Praça 06 km 233+400";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Araguaia";"Praça de Pedágio Jaraguá - km 367+500 - BR153/GO";"Engenharia\Ecovias Araguaia\Projetos\Praça 07 km 367+500";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Araguaia";"Praça de Pedágio Porangatu - km 012+500 - BR153/GO";"Engenharia\Ecovias Araguaia\Projetos\Praça 03 km 012+500";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Araguaia";"Praça de Pedágio Santa Rita do Novo Destino - km 155+500 - BR080/GO";"Engenharia\Ecovias Araguaia\Projetos\Praça 08 km 155+500";"5e9fa82e-8f4c-4b99-9fbe-34cb31df03b3";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Araguaia";"Retorno em U - km 668 - BR-153/TO";"Engenharia\Ecovias Araguaia\Projetos\Retorno em U km 668";"db3c5c28-2fc0-4e50-9188-d39f20dcd435";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Araguaia";"Retornos em U 20° Ano - km 624+500 - 624+700 - BR153/TO";"Engenharia\Ecovias Araguaia\Projetos\Retornos em “U” 20";"99ceee97-601d-4150-a4e1-4f0777a679c1";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Araguaia";"Retornos em U 24° Ano - km 1+238 - BR153/GO";"Engenharia\Ecovias Araguaia\Projetos\Retorno km 1+238";"269d66be-ac2a-4f43-803f-2a3008943570";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Alteamento de Greide - km 163 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Alteamento de Greide";"51c13f2f-3ee2-4822-b711-0a1e4191a31a";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Ciclovia de Linhares - km 138,794 +144,750 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Ciclovia de Linhares";"fb7e0380-e5ad-4201-93a1-f8e0dd7530ad";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Contorno de Fundão - km 227 + 232 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Contorno de Fundão";"b33b8577-c8b6-4f2a-8636-1cb79fe8e847";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Contorno de Ibiraçu - km 212 + 215 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Contorno de Ibiraçu";"2972c1b9-4938-4819-88ee-8aa0399e1519";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Contorno de Vitória Dispositivo 1 - km 284,710 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Contorno de Vitória";"c26b2400-4294-4331-a490-1aeb0a2e325c";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Contorno de Vitória Dispositivo 2 - km 287,730 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Contorno Dis.";"b763c0cf-7622-4a0b-9f0e-ac40e56d8056";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Contorno de Vitória Marginais - km 278,900 + 291,000 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Contorno Marg.";"b83f14cb-2c8b-4cc8-af10-f75eaa6a1a59";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Duplicação SH C - km 203,6 + 222,9 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Duplicação C";"b2a0d093-b73f-4a35-80a5-72482941a2d2";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Duplicação SH C (Contorno de Fundão) - km 222,9 + 227 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Dupli. Contor. de Fundão";"0c26eb3d-651b-4635-a704-fc336bbdd5fb";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Duplicação SH C (Contorno de Ibiraçu) - km 210,9 + 212 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Dupli. Contor. de Ibiraçu";"fc3fe767-6888-4b53-b265-340717d202a4";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Duplicação SH D1 - km 242 + 247 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Duplicação D1";"02829d40-9e38-4ef4-ac8f-0229db57e1e2";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Duplicação SH D2 - km 231,9 + 242 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Duplicação D2";"059e2f5b-b03f-4868-8f10-916046e97587";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Duplicação SH F - km 308,1 + 359,2 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Duplicação F";"6f431584-c23f-4726-a37e-92547004f897";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Duplicação SH G1A (ANTT) -  km 357,7 + 373,5 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Duplicação G1A ANTT";"f8a873e4-d9c0-46f0-a093-f3eb05c28203";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Duplicação SH G1A (Obras) -  km 357,7 + 373,5 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Duplicação G1A";"1f9e5deb-28a4-4cf7-a4a6-754511c9cbc7";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Duplicação SH G1B - km 380,3 + 396,8 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Duplicação G1B";"31129f32-46ea-4d0c-858e-52b0e3befebf";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Duplicação SH G2 -  km 396,8 + 426,7 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Duplicação G2";"6a3b231e-9fda-4347-b2da-48c1c0246203";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"HS-WIM - Ibiraçu - km 224 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\HS-WIM";"054785a1-382d-4ae9-a8f2-26e259ce68a9";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Marginais de Viana -  km 291,5 + 304,8 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Marginais de Viana";"9556b93e-cf07-4104-999d-72439ee92322";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Marginais de Vitória - km 278,200 - 291,500 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Vias Marginais";"a386e50a-e792-49cc-a8f1-c85d8c98a0fb";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Passarelas - km 6 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Passarelas 6 km";"0eae41f5-6047-4f8e-ae3d-b6878e1060e8";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"Pedro Canário (km 15 + 17) / Linhares (km 146 + 150) / Timbuí (km 237 + 239) - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\Pedro Canário";"b80dc7a9-285f-470f-9efa-36c4d3c239f4";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"PPD Trecho Norte - Linhares - km 169+900 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\PPD Norte";"e221e732-7d85-4885-82a7-96d09389b8be";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Capixaba";"PPD Trecho Sul - Serra - km 425+300 - BR101/ES";"Engenharia\Ecovias Capixaba\Projetos\PPD Sul";"3887ad62-2f26-423f-bf8e-801139045ca8";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 13° Ano - km 736+555 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 13° Ano 736+555";"83d6cb36-d44d-4f2e-b40c-c25f36fe3b0c";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 13° Ano - km 736+735 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 13° Ano 736+735";"f44d925d-1f98-4c6b-bd47-3fd996b20f62";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 13° Ano - km 745+420 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 13° Ano 745+420";"49a090d3-bcdb-49fe-a806-f78f635c1aa8";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 5° Ano - km 167+140 - BR364/GO";"Engenharia\Ecovias Cerrado\Projetos\Acesso 5° Ano 167+140";"d3194951-2ca2-4d87-801c-71a28593e067";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 5° Ano - km 626+050 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 5° Ano 626+050";"fb4620e6-3175-4d5c-8f3f-2cc75616efc1";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 5° Ano - km 630+312 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 5° Ano 630+312";"f97055fa-d039-4657-9981-2053f78dd22a";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 5° Ano - km 637+000 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 5° Ano 637+000";"9c05643c-96a7-4a2d-a393-7a8ab02116c8";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 5° Ano - km 642+340 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 5° Ano 642+340";"05905580-d68e-491e-aa54-b7e88e95d509";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 5° Ano - km 642+726 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 5° Ano 642+726";"08c399be-1af9-4e0e-bf49-0bc6922d534c";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 5° Ano - km 648+345 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 5° Ano 648+345";"4b2d6840-a43e-4ee6-944b-99e798d105e3";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 5° Ano - km 655+320 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 5° Ano 655+320";"0d27bdb4-97fc-4279-b221-e4da3911acb3";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 5° Ano - km 668+288 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 5° Ano 668+288";"513a53b5-8ef2-4f05-ac2b-237fb9f36f63";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 5° Ano - km 694+848 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 5° Ano 694+848";"069aecc5-06ac-4978-9951-dcbe5d563741";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 5° Ano - km 697+300 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 5° Ano 697+300";"b6876b6a-c8ad-4c34-bb49-6a88bb1f3a98";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 5° Ano - km 759+400 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 5° Ano 759+400";"f61745fa-3979-41a2-809a-632408ae61e1";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Acesso 5° Ano - km 772+640 - BR365/MG";"Engenharia\Ecovias Cerrado\Projetos\Acesso 5° Ano 772+640";"2df1b143-cdab-4d51-afa4-f0fa2dbc596b";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Duplicação TH 13 e 14 - km 735,6 + 753,2 - BR-365/MG";"Engenharia\Ecovias Cerrado\Projetos\Duplicação TH 13 e 14";"cc6580d9-ed38-4955-a2a0-8def3d82555c";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Cerrado";"Faixas adicionais TH 05 - km 64,700 + 113,200 - BR364/GO";"Engenharia\Ecovias Cerrado\Projetos\Faixas Adicionais - TH 05";"4e67c35b-3ec8-4cbf-aaad-cb4cb918f106";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"105 - Estação Elevatória - km 64 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\105-Estação Elevatória km 64";"09c8f33a-acc0-4b0d-ae18-2c4180ccb683";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"126 - Iluminação km 0 - 8 SPA- 248-055 km 0 ao 8";"Engenharia\Ecovias Imigrantes\Projetos\126-Iluminação";"2b27a49d-a388-4e52-ae35-ff728cadc0b8";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"132 - Curva do S - Dispositivos - Km 291 - SP-055";"Engenharia\Ecovias Imigrantes\Projetos\132 - Curva do S - Adequação Viária Dispositivo";"d8c84018-23b7-4435-afa5-a93278e4c7f3";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"133-Marg. Hidromar-3ª Pista-km 264 ao 265-SP-055";"Engenharia\Ecovias Imigrantes\Projetos\133-Marginal Hidro-3ªPista";"1fb6b5c2-303e-4fe1-89c9-bde78a06e1ab";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"137 - Curva 1 - km 41+700 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\137 - Curva 1 - km 41+700";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Imigrantes";"137 - Curva 2 - km 44+580 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\137 - Curva 2 - km 44+580";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Imigrantes";"137 - Curva 3 - km 46+920 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\137 - Curva 3 - km 46+920";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Imigrantes";"137 - Curva 4 - km 44+410 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\137 - Curva 4 - km 44+410";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Imigrantes";"137 - Curva 5 - km 43+260 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\137 - Curva 5 - km 43+260";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Imigrantes";"137 - Curva 6 - km 41+730 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\137 - Curva 6 - km 41+730";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Imigrantes";"140 - ANPC - Dispositivo 1 - km 16 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\140  - ANPC - Dispositivos";"f5e8427e-328c-482c-a5a5-a10441946254";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"140 - ANPC - Dispositivo 2 - km 18 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\140 - ANPC - Disp 3";"a17ecee6-46ea-4d36-9dc8-1b5a6e810d6a";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"140 - ANPC - Iluminação e EPS - km 12 - 24 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\140 - ANPC - Iluminação e EPS-SP-160";"2d716fb2-cd01-4f63-8168-3e3dee515436";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"147 - Porto de Santos  - FIPS km 64 - SP - 150";"Engenharia\Ecovias Imigrantes\Projetos\147-FIP-Novo Acesso Porto";"4d436160-39c8-4c79-9421-ce62a731c2fa";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Acesso Reprinco - km 22 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\Acesso Reprinco km 22";"";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Ignorado";"Projeto sem Connected Project associado."
"Ecovias Imigrantes";"ADC - km 40,8 Sul - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\ADC Sul";"0cf3e9cc-b12c-4689-ae75-6d93831b8316";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"ANPC - Área de Escape - km 45+46 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\ANPC - Área de Escape";"b249b5a0-49d5-4b25-ac15-99728a44c3ef";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"ANPC - BSO (Com SAU) - km 47+750 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\ANPC - BSO (Com SAU)";"0c8135f9-084a-4d36-ba6e-804fcbec13db";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"ANPC - Dispositivo de Segurança 1 - Km 12 - 24 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\140 - ANPC - Dispositivo de Segurança";"154d99be-0277-4267-81ed-601590f1c7a0";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Ciclovia - km 41,8 - 44,5 Norte - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\Ciclovia Norte";"2e2a2032-7461-42cd-bcb0-dd64830b7575";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Ciclovia Trecho 1 - km 59 - 65 - SP-160";"Engenharia\Ecovias Imigrantes\Projetos\Ciclovia Baixada Santista";"37be3cb0-d764-4196-9bb1-e3a72766ef41";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Ciclovia Trecho 2 - km 56 - 60 - SP-150";"Engenharia\Ecovias Imigrantes\Projetos\Ciclovia Trecho 2";"da8149cb-3f4c-4cde-8f5b-b07de18d39c0";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
"Ecovias Imigrantes";"Ciclovia Trecho 3 - km 0 - 2 - SPI-059";"Engenharia\Ecovias Imigrantes\Projetos\Ciclovia Trecho 3";"1c979e59-1f0d-45a8-9747-252608d88d03";"gestaodeprojetos@itineraconstrucoes.com.br";"ESPECIALISTA";"Simulacao";"Inclui usuario nas roles: ESPECIALISTA ao executar com -Apply."
